# Data copied from SSP version 9 database (downloaded in 2014),,,,,,,,,,,,,,,,,,,,,,,,,
# Zeroes for Taiwan (TWN) replaced with UN population estimates for XEA region in 2000 and 2005 time periods,,,,,,,,,,,,,,,,,,,,,,,,,
MODEL,SCENARIO,REGION,VARIABLE,UNIT,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD Env-Growth,SSP2_v9_130325,HRV,Population,million,4.506,4.442,4.403,4.373,4.339,4.301,4.259,4.214,4.167,4.116,4.063,4.008,3.95,3.881,3.802,3.715,3.621,3.523,3.423,3.322,3.22
OECD Env-Growth,SSP2_v9_130325,HTI,Population,million,8.645,9.347,9.993,10.558,11.067,11.517,11.901,12.211,12.462,12.644,12.747,12.78,12.731,12.637,12.493,12.315,12.109,11.883,11.643,11.413,11.193
OECD Env-Growth,SSP2_v9_130325,HUN,Population,million,10.211,10.087,9.984,9.853,9.729,9.612,9.488,9.349,9.202,9.052,8.899,8.741,8.574,8.379,8.164,7.94,7.721,7.512,7.312,7.118,6.926
OECD Env-Growth,SSP2_v9_130325,IDN,Population,million,213.395,227.303,239.871,251.396,261.705,270.395,277.364,282.723,286.314,287.958,287.522,285.512,282.01,277.241,271.456,264.911,257.844,250.451,242.867,235.195,227.518
OECD Env-Growth,SSP2_v9_130325,IND,Population,million,1053.898,1140.043,1224.614,1307.933,1388.089,1461.771,1528.595,1590.438,1645.885,1694.572,1733.795,1762.641,1779.295,1784.823,1781.252,1768.805,1747.797,1718.939,1684.434,1644.924,1602.936
OECD Env-Growth,SSP2_v9_130325,IRL,Population,million,3.804,4.158,4.47,4.767,5.037,5.284,5.513,5.736,5.956,6.167,6.358,6.524,6.665,6.778,6.87,6.944,7.003,7.047,7.075,7.086,7.076
OECD Env-Growth,SSP2_v9_130325,IRN,Population,million,65.342,69.732,73.974,78.344,82.339,85.506,87.95,89.954,91.658,92.893,93.465,93.315,92.471,91.059,89.152,86.81,84.178,81.503,79.021,76.824,74.815
OECD Env-Growth,SSP2_v9_130325,IRQ,Population,million,23.857,27.359,31.672,36.2,40.772,45.417,50.174,54.913,59.535,63.842,67.757,71.361,74.671,77.667,80.387,82.713,84.649,86.147,87.254,88.04,88.494
OECD Env-Growth,SSP2_v9_130325,ISL,Population,million,0.281,0.297,0.32,0.345,0.369,0.392,0.413,0.433,0.454,0.473,0.492,0.51,0.526,0.54,0.552,0.563,0.573,0.58,0.585,0.588,0.589
OECD Env-Growth,SSP2_v9_130325,ISR,Population,million,6.015,6.605,7.418,8.319,9.237,10.151,11.05,11.949,12.86,13.766,14.649,15.497,16.315,17.147,17.995,18.852,19.708,20.561,21.417,22.284,23.144
OECD Env-Growth,SSP2_v9_130325,ITA,Population,million,56.986,58.671,60.551,61.48,61.702,61.84,61.954,62.028,62.022,61.851,61.476,60.897,60.171,59.276,58.305,57.324,56.361,55.413,54.378,53.195,51.885
OECD Env-Growth,SSP2_v9_130325,JAM,Population,million,2.582,2.682,2.741,2.79,2.836,2.868,2.88,2.876,2.859,2.83,2.786,2.727,2.66,2.595,2.535,2.481,2.428,2.377,2.327,2.282,2.242
OECD Env-Growth,SSP2_v9_130325,JOR,Population,million,4.827,5.342,6.187,7.068,7.993,8.932,9.855,10.758,11.633,12.465,13.253,13.978,14.629,15.172,15.591,15.887,16.08,16.171,16.173,16.087,15.935
OECD Env-Growth,SSP2_v9_130325,JPN,Population,million,125.72,126.393,126.536,126.105,124.813,122.85,120.41,117.67,114.754,111.708,108.609,105.523,102.415,99.095,95.619,92.122,88.69,85.172,81.686,78.276,74.941
OECD Env-Growth,SSP2_v9_130325,KAZ,Population,million,14.957,15.172,16.026,16.866,17.59,18.192,18.694,19.153,19.581,19.935,20.178,20.324,20.41,20.435,20.39,20.264,20.055,19.795,19.499,19.168,18.794
OECD Env-Growth,SSP2_v9_130325,KEN,Population,million,31.254,35.615,40.513,45.566,50.658,55.667,60.593,65.439,70.035,74.279,78.056,81.308,84.165,86.76,89.022,90.979,92.594,93.827,94.732,95.269,95.541
OECD Env-Growth,SSP2_v9_130325,KGZ,Population,million,4.955,5.042,5.334,5.61,5.839,6.018,6.161,6.281,6.367,6.408,6.41,6.378,6.32,6.255,6.182,6.093,5.993,5.887,5.779,5.679,5.584
OECD Env-Growth,SSP2_v9_130325,KHM,Population,million,12.447,13.358,14.138,14.893,15.607,16.192,16.66,17.02,17.289,17.497,17.615,17.627,17.54,17.386,17.197,16.974,16.719,16.458,16.192,15.947,15.72
OECD Env-Growth,SSP2_v9_130325,KOR,Population,million,45.988,47.044,48.184,48.906,49.378,49.641,49.661,49.342,48.63,47.56,46.183,44.598,42.906,41.155,39.392,37.655,35.975,34.371,32.855,31.436,30.044
OECD Env-Growth,SSP2_v9_130325,KWT,Population,million,1.941,2.264,2.737,3.179,3.584,3.985,4.386,4.784,5.166,5.514,5.82,6.085,6.314,6.494,6.621,6.698,6.728,6.72,6.677,6.601,6.488
OECD Env-Growth,SSP2_v9_130325,LAO,Population,million,5.317,5.753,6.201,6.637,7.066,7.46,7.802,8.079,8.304,8.486,8.631,8.729,8.765,8.751,8.698,8.624,8.54,8.449,8.352,8.246,8.134
OECD Env-Growth,SSP2_v9_130325,LBN,Population,million,3.742,4.052,4.228,4.387,4.54,4.682,4.8,4.885,4.941,4.969,4.973,4.955,4.916,4.851,4.766,4.664,4.554,4.438,4.32,4.202,4.086
OECD Env-Growth,SSP2_v9_130325,LBR,Population,million,2.847,3.183,3.994,4.857,5.752,6.67,7.585,8.496,9.393,10.268,11.094,11.851,12.548,13.166,13.692,14.135,14.48,14.715,14.854,14.894,14.86
OECD Env-Growth,SSP2_v9_130325,LBY,Population,million,5.231,5.77,6.355,6.937,7.461,7.906,8.305,8.686,9.061,9.411,9.703,9.909,10.036,10.11,10.142,10.148,10.129,10.081,10.003,9.903,9.783
OECD Env-Growth,SSP2_v9_130325,LCA,Population,million,0.157,0.165,0.174,0.183,0.19,0.197,0.202,0.207,0.21,0.212,0.213,0.213,0.212,0.21,0.207,0.203,0.199,0.195,0.19,0.185,0.18
OECD Env-Growth,SSP2_v9_130325,LKA,Population,million,18.745,19.843,20.86,21.735,22.438,22.991,23.436,23.804,24.076,24.199,24.188,24.068,23.87,23.621,23.321,22.989,22.63,22.258,21.873,21.471,21.045
OECD Env-Growth,SSP2_v9_130325,LSO,Population,million,1.964,2.066,2.171,2.273,2.369,2.453,2.521,2.572,2.612,2.644,2.666,2.677,2.679,2.671,2.658,2.634,2.605,2.571,2.532,2.489,2.445
OECD Env-Growth,SSP2_v9_130325,LTU,Population,million,3.5,3.416,3.324,3.255,3.19,3.125,3.051,2.966,2.879,2.796,2.713,2.627,2.537,2.447,2.361,2.281,2.209,2.145,2.089,2.041,2
OECD Env-Growth,SSP2_v9_130325,LUX,Population,million,0.435,0.457,0.507,0.553,0.593,0.634,0.676,0.717,0.757,0.795,0.831,0.864,0.895,0.92,0.94,0.955,0.964,0.968,0.968,0.963,0.952
OECD Env-Growth,SSP2_v9_130325,LVA,Population,million,2.385,2.306,2.252,2.184,2.124,2.071,2.02,1.97,1.925,1.88,1.835,1.789,1.743,1.694,1.643,1.591,1.538,1.488,1.442,1.4,1.359
OECD Env-Growth,SSP2_v9_130325,MAC,Population,million,0.432,0.481,0.544,0.588,0.615,0.646,0.678,0.708,0.735,0.759,0.779,0.795,0.807,0.814,0.815,0.812,0.804,0.791,0.775,0.755,0.73
OECD Env-Growth,SSP2_v9_130325,MAR,Population,million,28.793,30.392,31.951,33.355,34.601,35.621,36.367,36.856,37.132,37.199,37.076,36.772,36.291,35.694,35.014,34.274,33.512,32.789,32.109,31.475,30.879
OECD Env-Growth,SSP2_v9_130325,MDA,Population,million,4.107,3.767,3.573,3.375,3.197,3.022,2.85,2.679,2.511,2.344,2.181,2.025,1.877,1.741,1.616,1.5,1.394,1.302,1.223,1.159,1.106
OECD Env-Growth,SSP2_v9_130325,MDG,Population,million,15.364,17.886,20.714,23.728,26.869,30.055,33.27,36.427,39.502,42.411,45.111,47.646,49.986,52.086,53.956,55.585,56.896,57.876,58.533,58.93,59.054
OECD Env-Growth,SSP2_v9_130325,MDV,Population,million,0.273,0.295,0.316,0.339,0.362,0.384,0.403,0.419,0.433,0.446,0.457,0.466,0.471,0.473,0.472,0.468,0.461,0.451,0.439,0.426,0.412
OECD Env-Growth,SSP2_v9_130325,MEX,Population,million,99.96,106.484,113.423,119.973,126.183,131.812,136.747,140.908,144.298,146.898,148.719,149.772,150.033,149.955,149.685,149.196,148.421,147.341,145.998,144.559,143.066
OECD Env-Growth,SSP2_v9_130325,MKD,Population,million,2.009,2.038,2.061,2.093,2.127,2.162,2.196,2.229,2.259,2.287,2.311,2.329,2.342,2.336,2.315,2.28,2.233,2.179,2.118,2.051,1.98
OECD Env-Growth,SSP2_v9_130325,MLI,Population,million,11.295,13.177,15.37,17.774,20.344,23.035,25.781,28.495,31.118,33.613,35.91,38.008,39.879,41.578,43.122,44.444,45.54,46.459,47.213,47.755,48.141
OECD Env-Growth,SSP2_v9_130325,MLT,Population,million,0.397,0.409,0.417,0.425,0.433,0.44,0.444,0.446,0.446,0.445,0.443,0.441,0.439,0.435,0.429,0.421,0.412,0.402,0.392,0.382,0.372
OECD Env-Growth,SSP2_v9_130325,MMR,Population,million,44.958,46.321,47.963,49.194,50.163,50.773,51.096,50.975,50.515,49.695,48.628,47.391,46.031,44.634,43.242,41.891,40.599,39.413,38.334,37.36,36.467
OECD Env-Growth,SSP2_v9_130325,MNE,Population,million,0.633,0.627,0.631,0.641,0.652,0.661,0.669,0.676,0.682,0.686,0.688,0.69,0.69,0.686,0.678,0.666,0.651,0.634,0.615,0.596,0.575
OECD Env-Growth,SSP2_v9_130325,MNG,Population,million,2.411,2.547,2.756,2.959,3.142,3.293,3.411,3.513,3.612,3.699,3.765,3.801,3.812,3.811,3.803,3.791,3.771,3.742,3.704,3.662,3.615
OECD Env-Growth,SSP2_v9_130325,MOZ,Population,million,18.201,20.77,23.391,25.991,28.638,31.263,33.801,36.212,38.469,40.492,42.293,43.911,45.387,46.69,47.774,48.672,49.385,49.881,50.161,50.245,50.194
OECD Env-Growth,SSP2_v9_130325,MRT,Population,million,2.643,3.047,3.46,3.87,4.269,4.652,5.026,5.388,5.722,6.014,6.271,6.498,6.701,6.873,7.015,7.131,7.219,7.28,7.319,7.332,7.322
OECD Env-Growth,SSP2_v9_130325,MUS,Population,million,1.196,1.257,1.299,1.333,1.367,1.398,1.426,1.447,1.461,1.468,1.469,1.467,1.461,1.451,1.437,1.419,1.399,1.376,1.352,1.327,1.302
OECD Env-Growth,SSP2_v9_130325,MWI,Population,million,11.229,12.823,14.901,17.309,20.02,22.991,26.228,29.67,33.269,36.916,40.541,44.027,47.383,50.586,53.577,56.369,58.948,61.289,63.344,65.162,66.731
OECD Env-Growth,SSP2_v9_130325,MYS,Population,million,23.415,26.1,28.401,30.694,32.945,35.11,37.161,39.037,40.658,42.058,43.265,44.288,45.127,45.765,46.216,46.459,46.484,46.311,45.96,45.493,44.936
OECD Env-Growth,SSP2_v9_130325,NAM,Population,million,1.896,2.08,2.283,2.47,2.641,2.802,2.946,3.074,3.181,3.269,3.343,3.401,3.448,3.479,3.494,3.495,3.481,3.453,3.415,3.364,3.309
OECD Env-Growth,SSP2_v9_130325,NCL,Population,million,0.212,0.231,0.251,0.271,0.29,0.309,0.327,0.343,0.358,0.373,0.386,0.398,0.409,0.417,0.423,0.427,0.43,0.43,0.429,0.426,0.422
OECD Env-Growth,SSP2_v9_130325,NER,Population,million,10.922,12.994,15.512,18.451,21.816,25.593,29.816,34.527,39.681,45.194,50.943,56.568,62.027,67.453,72.789,77.923,82.672,87.046,91.055,94.682,97.906
OECD Env-Growth,SSP2_v9_130325,NGA,Population,million,123.689,139.823,158.423,178.837,201.529,226.154,252.724,281.018,310.622,340.948,371.695,400.339,427.389,453.406,477.965,500.558,521.278,539.736,555.753,569.895,582.38
OECD Env-Growth,SSP2_v9_130325,NIC,Population,million,5.074,5.424,5.788,6.102,6.366,6.581,6.754,6.885,6.969,7.011,7.014,6.976,6.903,6.827,6.75,6.671,6.588,6.5,6.411,6.322,6.244
OECD Env-Growth,SSP2_v9_130325,NLD,Population,million,15.863,16.305,16.613,16.937,17.264,17.589,17.884,18.124,18.31,18.453,18.575,18.692,18.813,18.926,19.03,19.122,19.189,19.223,19.22,19.179,19.065
OECD Env-Growth,SSP2_v9_130325,NOR,Population,million,4.491,4.623,4.883,5.152,5.426,5.715,6.004,6.279,6.543,6.803,7.063,7.323,7.577,7.805,8.008,8.187,8.344,8.475,8.578,8.646,8.67
OECD Env-Growth,SSP2_v9_130325,NPL,Population,million,24.401,27.282,29.959,32.808,35.756,38.621,41.272,43.764,46.105,48.252,50.142,51.743,53,53.9,54.485,54.778,54.757,54.454,53.902,53.206,52.407
OECD Env-Growth,SSP2_v9_130325,NZL,Population,million,3.858,4.134,4.368,4.611,4.852,5.078,5.28,5.462,5.633,5.793,5.94,6.07,6.186,6.284,6.369,6.441,6.497,6.531,6.543,6.537,6.509
OECD Env-Growth,SSP2_v9_130325,OMN,Population,million,2.264,2.43,2.782,3.088,3.383,3.689,3.988,4.272,4.544,4.792,5.011,5.201,5.365,5.492,5.583,5.641,5.675,5.689,5.691,5.678,5.651
OECD Env-Growth,SSP2_v9_130325,PAK,Population,million,144.522,158.645,173.593,190.015,207.341,224.144,239.684,254.203,267.979,280.898,292.577,302.301,310.048,316.184,320.897,324.545,326.985,328.462,328.66,327.939,326.374
OECD Env-Growth,SSP2_v9_130325,PAN,Population,million,2.956,3.238,3.517,3.776,4.022,4.257,4.477,4.672,4.846,4.991,5.108,5.199,5.263,5.305,5.324,5.319,5.294,5.248,5.187,5.112,5.025
OECD Env-Growth,SSP2_v9_130325,PER,Population,million,25.862,27.559,29.077,30.365,31.439,32.329,33.041,33.541,33.849,33.957,33.862,33.573,33.116,32.623,32.106,31.564,30.994,30.401,29.803,29.237,28.713
OECD Env-Growth,SSP2_v9_130325,PHL,Population,million,77.31,85.546,93.261,101.325,109.705,117.823,125.356,132.321,138.617,144.218,149.04,153.215,156.742,159.523,161.592,162.875,163.485,163.466,162.876,161.764,160.179
OECD Env-Growth,SSP2_v9_130325,PNG,Population,million,5.379,6.095,6.858,7.568,8.24,8.9,9.543,10.139,10.661,11.118,11.504,11.831,12.087,12.277,12.391,12.439,12.433,12.374,12.265,12.108,11.917
OECD Env-Growth,SSP2_v9_130325,POL,Population,million,38.302,38.165,38.277,38.395,38.41,38.259,37.889,37.292,36.586,35.867,35.163,34.436,33.637,32.716,31.686,30.614,29.577,28.619,27.752,26.965,26.229
OECD Env-Growth,SSP2_v9_130325,PRI,Population,million,3.814,3.782,3.749,3.703,3.643,3.567,3.475,3.367,3.245,3.111,2.969,2.822,2.674,2.533,2.401,2.279,2.167,2.066,1.973,1.89,1.81
OECD Env-Growth,SSP2_v9_130325,PRT,Population,million,10.336,10.544,10.676,10.805,10.91,10.999,11.082,11.163,11.234,11.284,11.31,11.306,11.277,11.211,11.115,10.996,10.863,10.722,10.572,10.41,10.217
OECD Env-Growth,SSP2_v9_130325,PRY,Population,million,5.344,5.898,6.455,6.986,7.502,7.985,8.427,8.83,9.19,9.499,9.757,9.967,10.122,10.232,10.301,10.33,10.321,10.275,10.195,10.086,9.954
OECD Env-Growth,SSP2_v9_130325,PSE,Population,million,3.199,3.556,4.039,4.48,4.857,5.158,5.398,5.582,5.712,5.791,5.83,5.827,5.79,5.753,5.718,5.691,5.669,5.655,5.653,5.66,5.678
OECD Env-Growth,SSP2_v9_130325,PYF,Population,million,0.238,0.255,0.271,0.286,0.301,0.314,0.326,0.336,0.344,0.352,0.357,0.362,0.365,0.368,0.369,0.37,0.37,0.37,0.369,0.368,0.367
OECD Env-Growth,SSP2_v9_130325,QAT,Population,million,0.591,0.821,1.759,2.306,2.562,2.809,3.045,3.271,3.475,3.653,3.797,3.911,3.994,4.039,4.044,4.013,3.954,3.88,3.797,3.707,3.606
OECD Env-Growth,SSP2_v9_130325,ROU,Population,million,22.192,21.772,21.486,21.137,20.766,20.355,19.915,19.445,18.935,18.375,17.757,17.082,16.356,15.596,14.832,14.097,13.415,12.8,12.255,11.77,11.323
OECD Env-Growth,SSP2_v9_130325,RUS,Population,million,146.758,143.843,142.958,142.671,141.969,140.91,139.632,138.489,137.792,137.238,136.715,136.087,135.424,134.504,133.427,132.158,130.636,128.882,126.968,124.905,122.622
OECD Env-Growth,SSP2_v9_130325,RWA,Population,million,8.098,9.202,10.624,12.167,13.749,15.293,16.827,18.394,19.98,21.519,22.953,24.219,25.345,26.395,27.374,28.26,29.027,29.671,30.186,30.596,30.884
OECD Env-Growth,SSP2_v9_130325,SAU,Population,million,20.045,24.041,27.448,31.078,34.746,38.338,41.861,45.308,48.611,51.651,54.414,56.896,59.026,60.756,62.069,63.012,63.608,63.858,63.753,63.357,62.664
OECD Env-Growth,SSP2_v9_130325,SDN,Population,million,34.188,38.41,43.552,49.206,55.15,61.023,66.827,72.68,78.805,85.066,91.22,97.119,102.607,107.685,112.336,116.45,119.887,122.551,124.602,126.215,127.368
OECD Env-Growth,SSP2_v9_130325,SEN,Population,million,9.506,10.872,12.434,14.043,15.651,17.236,18.791,20.32,21.76,23.08,24.252,25.28,26.194,27.064,27.869,28.595,29.264,29.852,30.361,30.787,31.15
OECD Env-Growth,SSP2_v9_130325,SGP,Population,million,3.919,4.266,5.086,5.523,5.719,5.907,6.088,6.247,6.373,6.467,6.53,6.569,6.591,6.571,6.51,6.409,6.276,6.118,5.941,5.749,5.538
OECD Env-Growth,SSP2_v9_130325,SLB,Population,million,0.409,0.47,0.538,0.603,0.664,0.723,0.78,0.836,0.887,0.932,0.971,1.006,1.034,1.058,1.076,1.088,1.095,1.096,1.093,1.087,1.077
OECD Env-Growth,SSP2_v9_130325,SLE,Population,million,4.143,5.153,5.868,6.588,7.323,8.05,8.755,9.45,10.118,10.733,11.279,11.764,12.197,12.556,12.833,13.039,13.174,13.24,13.248,13.214,13.145
OECD Env-Growth,SSP2_v9_130325,SLV,Population,million,5.94,6.051,6.193,6.304,6.383,6.412,6.396,6.353,6.291,6.2,6.081,5.935,5.77,5.614,5.465,5.321,5.187,5.063,4.948,4.845,4.757
OECD Env-Growth,SSP2_v9_130325,SOM,Population,million,7.399,8.36,9.331,10.289,11.235,12.201,13.184,14.124,14.934,15.598,16.162,16.65,17.052,17.422,17.765,18.076,18.358,18.619,18.842,19.047,19.229
OECD Env-Growth,SSP2_v9_130325,SRB,Population,million,10.134,9.856,9.856,9.78,9.732,9.721,9.73,9.735,9.727,9.703,9.669,9.628,9.573,9.464,9.3,9.089,8.846,8.584,8.311,8.025,7.728
OECD Env-Growth,SSP2_v9_130325,STP,Population,million,0.141,0.153,0.165,0.176,0.185,0.193,0.199,0.204,0.208,0.21,0.211,0.211,0.21,0.208,0.207,0.206,0.204,0.203,0.202,0.201,0.201
OECD Env-Growth,SSP2_v9_130325,SUR,Population,million,0.467,0.499,0.525,0.549,0.572,0.593,0.613,0.629,0.642,0.652,0.659,0.665,0.667,0.668,0.666,0.663,0.658,0.652,0.645,0.636,0.626
OECD Env-Growth,SSP2_v9_130325,SVK,Population,million,5.405,5.415,5.462,5.539,5.607,5.654,5.669,5.649,5.613,5.573,5.53,5.476,5.404,5.303,5.178,5.043,4.909,4.782,4.661,4.544,4.427
OECD Env-Growth,SSP2_v9_130325,SVN,Population,million,1.985,2.002,2.03,2.065,2.094,2.117,2.135,2.15,2.167,2.184,2.199,2.211,2.22,2.223,2.222,2.218,2.209,2.196,2.178,2.155,2.128
OECD Env-Growth,SSP2_v9_130325,SWE,Population,million,8.86,9.029,9.38,9.776,10.186,10.604,10.986,11.341,11.705,12.097,12.512,12.927,13.324,13.675,13.994,14.291,14.559,14.784,14.958,15.079,15.133
OECD Env-Growth,SSP2_v9_130325,SWZ,Population,million,1.064,1.105,1.186,1.263,1.325,1.38,1.427,1.464,1.496,1.523,1.546,1.565,1.579,1.587,1.59,1.588,1.581,1.571,1.557,1.538,1.516
OECD Env-Growth,SSP2_v9_130325,SYR,Population,million,15.989,18.484,20.411,22.268,24.177,26.089,27.93,29.633,31.134,32.431,33.57,34.582,35.422,36.083,36.563,36.88,37.032,37.019,36.841,36.523,36.105
OECD Env-Growth,SSP2_v9_130325,TCD,Population,million,8.222,9.786,11.227,12.811,14.532,16.369,18.255,20.125,21.912,23.619,25.238,26.758,28.118,29.317,30.396,31.378,32.206,32.917,33.481,33.901,34.197
OECD Env-Growth,SSP2_v9_130325,TGO,Population,million,4.794,5.408,6.028,6.652,7.277,7.888,8.47,9.023,9.523,9.961,10.349,10.683,10.957,11.173,11.337,11.447,11.506,11.53,11.523,11.484,11.416
OECD Env-Growth,SSP2_v9_130325,THA,Population,million,63.155,66.698,69.122,71.114,72.846,74.141,75.018,75.384,75.219,74.568,73.552,72.29,70.863,69.193,67.348,65.35,63.271,61.134,58.972,56.811,54.662
OECD Env-Growth,SSP2_v9_130325,TJK,Population,million,6.173,6.453,6.879,7.238,7.544,7.781,7.943,8.044,8.098,8.098,8.045,7.953,7.829,7.711,7.6,7.491,7.387,7.293,7.208,7.137,7.078
OECD Env-Growth,SSP2_v9_130325,TKM,Population,million,4.501,4.748,5.042,5.329,5.595,5.825,6.009,6.15,6.26,6.335,6.374,6.375,6.341,6.282,6.203,6.107,6.002,5.891,5.778,5.663,5.547
OECD Env-Growth,SSP2_v9_130325,TLS,Population,million,0.83,1.01,1.124,1.245,1.377,1.515,1.651,1.775,1.883,1.976,2.059,2.129,2.182,2.231,2.28,2.331,2.383,2.437,2.492,2.549,2.608
OECD Env-Growth,SSP2_v9_130325,TON,Population,million,0.098,0.101,0.104,0.106,0.108,0.11,0.11,0.11,0.11,0.108,0.106,0.104,0.101,0.098,0.096,0.095,0.093,0.092,0.091,0.09,0.09
OECD Env-Growth,SSP2_v9_130325,TTO,Population,million,1.292,1.315,1.341,1.361,1.372,1.371,1.36,1.343,1.319,1.287,1.247,1.201,1.151,1.1,1.049,0.998,0.948,0.901,0.859,0.82,0.785
OECD Env-Growth,SSP2_v9_130325,TUN,Population,million,9.456,9.912,10.481,10.998,11.475,11.887,12.206,12.433,12.596,12.7,12.743,12.718,12.616,12.439,12.204,11.938,11.663,11.394,11.138,10.892,10.645
OECD Env-Growth,SSP2_v9_130325,TUR,Population,million,63.628,68.143,72.752,77.042,81.012,84.61,87.769,90.48,92.749,94.553,95.88,96.684,97.028,97.025,96.682,96.004,95.03,93.827,92.527,91.149,89.679
OECD Env-Growth,SSP2_v9_130325,TZA,Population,million,34.038,38.831,44.841,51.352,58.362,65.593,73.026,80.562,88.103,95.348,102.254,108.601,114.341,119.703,124.681,129.115,133.084,136.633,139.636,142.024,143.787
OECD Env-Growth,SSP2_v9_130325,UGA,Population,million,24.213,28.431,33.425,39.119,45.461,52.404,59.961,68.014,76.345,84.804,93.253,101.455,109.339,116.919,124.039,130.731,136.962,142.603,147.606,151.913,155.661
OECD Env-Growth,SSP2_v9_130325,UKR,Population,million,48.892,46.924,45.448,44.123,42.939,41.948,41.094,40.382,39.814,39.327,38.882,38.478,38.119,37.671,37.153,36.563,35.906,35.198,34.454,33.672,32.836
OECD Env-Growth,SSP2_v9_130325,URY,Population,million,3.319,3.323,3.369,3.402,3.426,3.443,3.449,3.441,3.418,3.382,3.332,3.271,3.202,3.131,3.059,2.985,2.912,2.839,2.767,2.697,2.63
OECD Env-Growth,SSP2_v9_130325,USA,Population,million,282.496,296.82,310.384,322.835,335.751,348.689,361.029,372.554,383.233,393.027,402.305,411.564,420.93,429.757,437.638,444.292,449.545,453.453,456.212,457.942,458.56
OECD Env-Growth,SSP2_v9_130325,UZB,Population,million,24.776,25.947,27.445,28.867,30.163,31.256,32.084,32.662,33.089,33.382,33.475,33.355,33.039,32.637,32.157,31.621,31.023,30.383,29.755,29.16,28.604
OECD Env-Growth,SSP2_v9_130325,VCT,Population,million,0.108,0.109,0.109,0.11,0.11,0.11,0.11,0.109,0.108,0.106,0.104,0.102,0.1,0.097,0.095,0.092,0.09,0.088,0.085,0.083,0.081
OECD Env-Growth,SSP2_v9_130325,VEN,Population,million,24.348,26.664,28.98,31.164,33.203,35.109,36.864,38.405,39.729,40.835,41.714,42.378,42.833,43.069,43.081,42.88,42.52,42.014,41.381,40.641,39.817
OECD Env-Growth,SSP2_v9_130325,VNM,Population,million,78.758,83.161,87.848,92.375,96.408,99.606,101.958,103.623,104.65,104.956,104.376,103.131,101.329,99.103,96.537,93.663,90.54,87.306,84.128,81.111,78.267
OECD Env-Growth,SSP2_v9_130325,VUT,Population,million,0.185,0.211,0.24,0.267,0.294,0.32,0.346,0.371,0.393,0.414,0.433,0.449,0.463,0.474,0.483,0.489,0.492,0.493,0.491,0.487,0.482
OECD Env-Growth,SSP2_v9_130325,WSM,Population,million,0.177,0.18,0.183,0.185,0.187,0.187,0.186,0.184,0.181,0.176,0.171,0.165,0.159,0.153,0.149,0.145,0.142,0.14,0.138,0.136,0.135
OECD Env-Growth,SSP2_v9_130325,YEM,Population,million,17.723,20.649,24.053,27.896,31.976,36.111,40.189,44.324,48.512,52.648,56.604,60.19,63.356,66.223,68.828,71.115,73.038,74.613,75.813,76.685,77.281
OECD Env-Growth,SSP2_v9_130325,ZAF,Population,million,44.76,47.793,50.133,52.493,54.797,56.845,58.585,60.028,61.254,62.25,63.045,63.631,64.042,64.183,64.028,63.591,62.884,62.019,61,59.823,58.484
OECD Env-Growth,SSP2_v9_130325,ZMB,Population,million,10.202,11.462,13.089,14.963,16.968,19.114,21.368,23.658,25.906,28.051,30.104,32.05,33.86,35.521,37.072,38.481,39.766,40.938,41.931,42.769,43.433
OECD Env-Growth,SSP2_v9_130325,ZWE,Population,million,12.509,12.571,12.571,12.77,13.075,13.257,13.327,13.339,13.31,13.238,13.124,12.962,12.769,12.59,12.422,12.242,12.064,11.897,11.743,11.603,11.481
OECD Env-Growth,SSP2_v9_130325,AFG,Population,million,22.856,27.615,31.412,35.754,40.602,45.942,51.689,57.639,63.599,69.469,75.162,80.643,85.822,90.688,95.121,99.193,102.899,106.176,108.98,111.263,113.086
OECD Env-Growth,SSP2_v9_130325,AGO,Population,million,13.926,16.489,19.082,22.013,25.239,28.561,31.855,35.045,38.164,41.145,43.976,46.546,48.856,50.867,52.598,53.997,55.142,56.03,56.598,56.881,56.892
OECD Env-Growth,SSP2_v9_130325,ALB,Population,million,3.072,3.142,3.204,3.24,3.271,3.292,3.301,3.294,3.274,3.243,3.201,3.152,3.095,3.025,2.942,2.846,2.741,2.632,2.524,2.418,2.319
OECD Env-Growth,SSP2_v9_130325,ARE,Population,million,3.033,4.069,7.512,9.743,11.043,12.244,13.359,14.399,15.357,16.2,16.915,17.501,17.963,18.23,18.299,18.197,17.97,17.657,17.282,16.842,16.327
OECD Env-Growth,SSP2_v9_130325,ARG,Population,million,36.931,38.681,40.412,42.045,43.57,44.939,46.155,47.219,48.142,48.854,49.377,49.702,49.834,49.83,49.664,49.35,48.902,48.392,47.83,47.222,46.575
OECD Env-Growth,SSP2_v9_130325,ARM,Population,million,3.076,3.066,3.092,3.078,3.038,2.982,2.922,2.856,2.78,2.692,2.594,2.492,2.392,2.297,2.206,2.116,2.028,1.947,1.876,1.817,1.768
OECD Env-Growth,SSP2_v9_130325,AUS,Population,million,19.164,20.404,22.268,24.14,25.987,27.821,29.562,31.227,32.858,34.466,36.033,37.529,38.929,40.125,41.124,41.931,42.531,42.915,43.055,42.93,42.577
