# Data copied from SSP version 9 database (downloaded in 2014),,,,,,,,,,,,,,,,,,,,,,,,,
MODEL,SCENARIO,REGION,VARIABLE,UNIT,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD Env-Growth,SSP3_v9_130325,MDV,GDP|PPP,billion US$2005/yr,1.193,1.562,2.333,2.814,3.409,4.057,4.738,5.437,6.18,6.924,7.63,8.298,8.99,9.763,10.601,11.463,12.293,13.108,13.969,14.939,16.044
OECD Env-Growth,SSP3_v9_130325,MEX,GDP|PPP,billion US$2005/yr,1202.506,1297.336,1409.686,1686.201,2003.384,2332.715,2653.058,2956.283,3240.54,3511.829,3785.058,4064.938,4346.62,4645.345,4956.041,5280.162,5606.53,5930.085,6253.797,6579.625,6910.168
OECD Env-Growth,SSP3_v9_130325,MKD,GDP|PPP,billion US$2005/yr,14.844,16.045,18.931,21.893,26.555,31.408,36.115,40.665,45.023,48.953,52.505,56.094,59.879,63.843,67.923,71.944,75.64,79.077,82.341,85.528,88.712
OECD Env-Growth,SSP3_v9_130325,MLI,GDP|PPP,billion US$2005/yr,8.572,11.655,14.86,16.946,22.759,30.437,39.771,50.568,63.523,79.068,97.499,119.006,143.619,171.45,202.345,236.354,273.072,312.391,354.132,398.192,444.79
OECD Env-Growth,SSP3_v9_130325,MLT,GDP|PPP,billion US$2005/yr,8.12,8.488,9.442,10.429,11.659,12.92,14.185,15.472,16.652,17.653,18.499,19.252,20.014,20.862,21.806,22.759,23.665,24.544,25.448,26.423,27.49
OECD Env-Growth,SSP3_v9_130325,MMR,GDP|PPP,billion US$2005/yr,25.986,47.593,69.159,92.444,124.57,154.806,179.151,194.731,206.911,216.77,224.201,229.768,234.483,238.996,244.186,249.875,256.038,262.657,269.763,278.003,287.941
OECD Env-Growth,SSP3_v9_130325,MNE,GDP|PPP,billion US$2005/yr,0,5.163,6.414,7.06,7.966,8.923,9.817,10.585,11.264,11.844,12.376,12.975,13.682,14.411,15.156,15.911,16.652,17.386,18.122,18.866,19.625
OECD Env-Growth,SSP3_v9_130325,MNG,GDP|PPP,billion US$2005/yr,5.325,7.29,9.977,17.882,28.366,38.831,49.304,59.601,70.332,81.078,91.58,101.973,113.126,125.281,138.047,150.464,162.594,174.562,186.771,199.291,211.809
OECD Env-Growth,SSP3_v9_130325,MOZ,GDP|PPP,billion US$2005/yr,9.113,13.906,19.244,27.851,40.039,53.995,68.76,83.573,100.432,120.376,143.52,170.187,200.43,234.101,271.945,313.887,360.117,410.672,465.627,525.49,590.756
OECD Env-Growth,SSP3_v9_130325,MRT,GDP|PPP,billion US$2005/yr,4.68,5.868,7.624,10.053,13.133,16.698,20.629,25.004,30.037,35.95,42.793,50.548,59.195,68.739,79.139,90.481,102.704,115.699,129.439,143.882,159.167
OECD Env-Growth,SSP3_v9_130325,MUS,GDP|PPP,billion US$2005/yr,10.864,12.628,15.734,19.103,23.764,28.27,32.124,35.303,38.137,40.755,43.392,45.788,48.068,50.404,52.874,55.642,58.583,61.58,64.68,67.96,71.53
OECD Env-Growth,SSP3_v9_130325,MWI,GDP|PPP,billion US$2005/yr,7.492,8.268,11.854,15.343,21.205,29.014,38.805,50.395,65.132,84.106,108.361,139.175,177.947,226.344,285.918,358.017,443.674,543.923,660.068,792.674,942.806
OECD Env-Growth,SSP3_v9_130325,MYS,GDP|PPP,billion US$2005/yr,239.035,301.308,375.288,476.924,602.209,732.864,864.718,997.569,1134.086,1267.413,1399.763,1541.452,1692.589,1851.129,2018.319,2197.235,2383.351,2572.84,2764.411,2957.854,3155.659
OECD Env-Growth,SSP3_v9_130325,NAM,GDP|PPP,billion US$2005/yr,8.511,10.827,13.403,16.302,20.154,24.617,29.318,33.869,38.555,43.406,48.424,53.498,58.58,63.667,68.913,74.178,79.602,85.14,90.752,96.612,102.813
OECD Env-Growth,SSP3_v9_130325,NCL,GDP|PPP,billion US$2005/yr,3.06,3.609,4.25,5.263,6.227,7.16,8.057,8.882,9.692,10.489,11.255,12.011,12.755,13.507,14.273,15.041,15.797,16.542,17.28,18.019,18.77
OECD Env-Growth,SSP3_v9_130325,NER,GDP|PPP,billion US$2005/yr,6.521,7.924,10.085,14.517,19.627,26.245,34.607,44.783,57.989,75.254,97.681,126.616,163.571,210.231,268.398,339.321,424.256,524.203,639.739,771.872,920.494
OECD Env-Growth,SSP3_v9_130325,NGA,GDP|PPP,billion US$2005/yr,181.73,244.642,338.225,470.453,651.218,871.104,1131.59,1422.879,1757.603,2144.589,2601.8,3152.722,3815.099,4603.517,5530.633,6619.266,7863.844,9265.877,10809.807,12489.57,14301.753
OECD Env-Growth,SSP3_v9_130325,NIC,GDP|PPP,billion US$2005/yr,10.847,12.669,14.467,17.591,21.778,27.608,34.465,41.984,50.44,59.72,69.85,80.954,93.029,106.479,121.397,137.691,155.251,174.014,194.216,215.971,239.426
OECD Env-Growth,SSP3_v9_130325,NLD,GDP|PPP,billion US$2005/yr,536.931,573.162,614.809,655.181,707.919,749.146,782.224,808.524,833.328,856.261,873.567,884.953,894.041,900.911,903.352,903.659,902.286,898.099,891.559,883.173,872.042
OECD Env-Growth,SSP3_v9_130325,NOR,GDP|PPP,billion US$2005/yr,195.948,218.653,228.255,254.75,280.912,297.962,314.712,329.371,337.46,339.07,340.923,345.527,351.7,359.359,367.447,374.032,379.688,383.551,385.89,387.122,386.698
OECD Env-Growth,SSP3_v9_130325,NPL,GDP|PPP,billion US$2005/yr,22.025,26.022,32.337,39.922,50.632,63.722,78.554,94.113,112.103,132.888,156.731,183.837,214.749,250.175,291.121,338.479,391.518,450.649,517.072,591.83,675.734
OECD Env-Growth,SSP3_v9_130325,NZL,GDP|PPP,billion US$2005/yr,85.974,103.323,110.886,124.418,137.608,149.155,158.622,167.545,177.109,187.69,198.294,208.266,218.635,229.857,241.005,250.676,259.314,266.664,273.008,278.688,283.051
OECD Env-Growth,SSP3_v9_130325,OMN,GDP|PPP,billion US$2005/yr,43.007,51.135,68.334,83.748,100.719,117.807,134.422,150.246,163.081,170.563,173.915,182.254,193.499,207.219,222.067,237.807,254.571,271.988,290.53,310.44,331.82
OECD Env-Growth,SSP3_v9_130325,PAK,GDP|PPP,billion US$2005/yr,266.68,340.262,418.508,496.098,612.85,756.619,915.845,1090.208,1290.498,1514.668,1759.885,2029.377,2329.771,2669.778,3056.65,3484.719,3947.356,4442.544,4976.319,5555.895,6186.091
OECD Env-Growth,SSP3_v9_130325,PAN,GDP|PPP,billion US$2005/yr,24.039,29.684,44.448,65.12,86.439,107.984,128.046,146.562,164.674,182.739,200.617,218.271,235.871,253.41,271.2,289.395,307.853,326.179,344.484,362.927,381.849
OECD Env-Growth,SSP3_v9_130325,PER,GDP|PPP,billion US$2005/yr,143.353,176.017,248.847,334.393,441.714,549.923,648.638,734.772,819.033,902.024,984.796,1067.918,1150.9,1236.593,1326.461,1420.943,1519.228,1620.555,1725.81,1835.412,1950.772
OECD Env-Growth,SSP3_v9_130325,PHL,GDP|PPP,billion US$2005/yr,208.539,260.987,332.055,419.859,535.44,657.632,783.475,906.961,1047.765,1207.876,1388.717,1592.518,1821.737,2079.185,2367.281,2690.253,3044.544,3426.88,3838.228,4279.997,4754.881
OECD Env-Growth,SSP3_v9_130325,PNG,GDP|PPP,billion US$2005/yr,10.492,11.374,15.207,23.804,30.037,37.949,47.372,57.552,69.315,82.967,98.56,116.019,135.212,156.038,178.525,202.755,228.762,256.146,284.777,314.77,346.385
OECD Env-Growth,SSP3_v9_130325,POL,GDP|PPP,billion US$2005/yr,451.644,525.722,660.478,764.17,883.903,982.027,1059.054,1119.918,1162.427,1182.021,1183.215,1176.856,1169.895,1163.658,1151.647,1128.355,1098.396,1065.624,1033.727,1004.49,976.07
OECD Env-Growth,SSP3_v9_130325,PRI,GDP|PPP,billion US$2005/yr,63.477,70.781,64.752,70.886,77.21,83.676,89.409,94.853,100.155,105.097,109.865,114.261,118.08,121.999,126.356,130.988,135.724,140.589,145.763,151.412,157.708
OECD Env-Growth,SSP3_v9_130325,PRT,GDP|PPP,billion US$2005/yr,215.791,224.643,230.606,228.259,247.043,263.175,276.71,286.843,294.2,299.939,305.628,311.969,318.422,323.698,326.637,328.068,329.005,329.307,329.045,327.843,324.936
OECD Env-Growth,SSP3_v9_130325,PRY,GDP|PPP,billion US$2005/yr,20.276,23.006,30.001,37.391,47.285,59.593,73.497,88.396,104.907,122.868,142.115,162.711,184.682,208.16,233.31,260.144,288.434,317.99,349.123,382.071,417.172
OECD Env-Growth,SSP3_v9_130325,PSE,GDP|PPP,billion US$2005/yr,9.599,8.812,11.054,13.976,18.654,25.159,33.173,42.545,53.705,66.822,82.094,99.449,118.781,140.682,165.483,193.504,224.821,259.381,297.342,339.12,385.331
OECD Env-Growth,SSP3_v9_130325,PYF,GDP|PPP,billion US$2005/yr,4.144,4.593,4.493,4.899,5.188,5.448,5.684,5.971,6.358,6.827,7.349,7.919,8.575,9.331,10.216,11.2,12.253,13.391,14.638,16.017,17.541
OECD Env-Growth,SSP3_v9_130325,QAT,GDP|PPP,billion US$2005/yr,38.311,57.069,122.76,199.745,255.913,301.869,335.91,359.344,377.102,389.127,398.197,410.559,422.376,435.856,449.154,461.413,472.424,482.286,491.128,498.298,503.454
OECD Env-Growth,SSP3_v9_130325,ROU,GDP|PPP,billion US$2005/yr,153.464,202.526,234.124,256.357,300.818,341.759,374.222,393.929,407.964,416.883,424.193,429.437,438.468,448.562,460.208,473.206,487.634,503.357,521.368,541.869,564.71
OECD Env-Growth,SSP3_v9_130325,RUS,GDP|PPP,billion US$2005/yr,1260.058,1696.729,2015.118,2449.057,2914.395,3357.992,3777.636,4152.523,4459.877,4641.809,4720.246,4795.705,4958.011,5185.711,5439.27,5697.387,5960.025,6196.671,6452.196,6711.39,6951.177
OECD Env-Growth,SSP3_v9_130325,RWA,GDP|PPP,billion US$2005/yr,5.353,7.734,11.057,15.925,22.27,29.97,38.695,47.983,58.621,70.776,84.64,100.801,119.811,141.854,166.935,194.836,225.513,259.002,295.446,334.669,376.453
OECD Env-Growth,SSP3_v9_130325,SAU,GDP|PPP,billion US$2005/yr,407.348,490.578,563.632,731.455,900.64,1093.311,1329.943,1570.287,1813.803,2027.661,2190.211,2310.447,2408.984,2504.315,2604.364,2717.437,2847.964,2991.431,3147.392,3313.091,3486.56
OECD Env-Growth,SSP3_v9_130325,SDN,GDP|PPP,billion US$2005/yr,47.757,61.955,88.125,100.316,146.679,190.2,239.335,293.722,358.799,435.379,523.304,623.845,740.613,876.514,1033.527,1212.71,1411.618,1632.114,1876.295,2146.518,2440.325
OECD Env-Growth,SSP3_v9_130325,SEN,GDP|PPP,billion US$2005/yr,14.517,18.232,21.61,26.77,35.615,46.109,57.881,70.399,85.155,102.493,122.71,146.369,173.965,206.155,243.252,285.411,332.78,385.436,443.882,508.461,579.748
OECD Env-Growth,SSP3_v9_130325,SGP,GDP|PPP,billion US$2005/yr,153.314,193.557,264.851,318.929,376.162,419.856,448.454,464.173,474.666,480.377,482.097,484.167,485.531,485.233,486.099,487.42,488.271,486.235,481.48,474.255,466.093
OECD Env-Growth,SSP3_v9_130325,SLB,GDP|PPP,billion US$2005/yr,0.924,0.974,1.308,1.719,2.165,2.764,3.437,4.158,4.97,5.894,6.94,8.107,9.397,10.815,12.354,14.026,15.85,17.805,19.898,22.128,24.524
OECD Env-Growth,SSP3_v9_130325,SLE,GDP|PPP,billion US$2005/yr,1.758,3.334,4.352,7.236,9.301,11.974,15.142,18.597,22.619,27.304,32.722,38.946,46.004,53.856,62.534,72.007,82.313,93.372,105.177,117.767,131.16
OECD Env-Growth,SSP3_v9_130325,SLV,GDP|PPP,billion US$2005/yr,30.717,34.501,37.019,40.757,47.412,54.392,61.061,67.489,74.515,82.054,89.977,98.124,106.517,115.799,126.469,138.234,150.83,164.164,178.508,194.131,211.306
OECD Env-Growth,SSP3_v9_130325,SOM,GDP|PPP,billion US$2005/yr,0,0,0.315,0.349,0.455,0.614,0.81,1.022,1.291,1.641,2.093,2.665,3.377,4.253,5.323,6.617,8.164,9.986,12.098,14.526,17.29
OECD Env-Growth,SSP3_v9_130325,SRB,GDP|PPP,billion US$2005/yr,48.866,63.373,69.977,75.67,84.747,94.445,102.81,108.937,114.096,118.698,123.484,129.227,136.097,143.438,150.885,158.828,167.313,175.924,184.671,193.57,202.822
OECD Env-Growth,SSP3_v9_130325,STP,GDP|PPP,billion US$2005/yr,0,0.216,0.29,0.483,1.024,1.475,1.97,2.473,3.011,3.577,4.168,4.779,5.39,6.014,6.661,7.339,8.045,8.769,9.509,10.275,11.078
OECD Env-Growth,SSP3_v9_130325,SUR,GDP|PPP,billion US$2005/yr,2.317,3.06,3.73,4.661,5.965,7.394,8.823,10.217,11.67,13.218,14.826,16.508,18.257,20.037,21.929,23.992,26.156,28.389,30.672,33.025,35.509
OECD Env-Growth,SSP3_v9_130325,SVK,GDP|PPP,billion US$2005/yr,68.571,87.124,109.477,127.663,147.51,164.428,179.723,192.917,203.499,210.587,214.592,216.487,217.738,218.585,217.859,215.032,210.649,205.489,200.146,194.916,189.534
OECD Env-Growth,SSP3_v9_130325,SVN,GDP|PPP,billion US$2005/yr,39.312,46.961,51.321,54.894,60.069,64.352,68.272,71.943,75.208,77.635,79.268,80.369,81.381,82.123,82.32,81.78,80.72,79.45,78.144,76.791,75.174
OECD Env-Growth,SSP3_v9_130325,SWE,GDP|PPP,billion US$2005/yr,259.114,295.27,316.691,360.623,401.093,435.99,465.361,490.676,515.244,538.227,556.951,569.871,582.029,598.171,611.562,619.912,624.546,625.515,625.024,624.758,623.053
OECD Env-Growth,SSP3_v9_130325,SWZ,GDP|PPP,billion US$2005/yr,4.496,4.99,5.638,5.508,5.801,6.429,7.193,8.051,9.05,10.18,11.375,12.657,14.088,15.674,17.479,19.52,21.776,24.267,27.027,30.088,33.454
OECD Env-Growth,SSP3_v9_130325,SYR,GDP|PPP,billion US$2005/yr,60.048,76.403,96.934,110.406,164.962,216.17,273.723,334.821,401.744,475.554,555.956,641.125,729.219,821.227,918.973,1026.277,1142.67,1264.365,1391.589,1526.545,1673.309
OECD Env-Growth,SSP3_v9_130325,TCD,GDP|PPP,billion US$2005/yr,6.17,13.445,15.011,18.426,22.116,27.99,35.807,45.276,57.139,71.537,88.712,108.844,131.967,158.2,187.546,219.949,254.995,292.513,332.195,373.662,417.46
OECD Env-Growth,SSP3_v9_130325,TGO,GDP|PPP,billion US$2005/yr,4.391,4.641,5.414,6.913,9.103,11.661,14.372,17.106,20.306,24.07,28.424,33.396,39.01,45.335,52.4,60.219,68.747,77.916,87.726,98.259,109.528
OECD Env-Growth,SSP3_v9_130325,THA,GDP|PPP,billion US$2005/yr,347.154,445.195,530.367,652.046,829.287,1012.982,1184.014,1326.854,1455.361,1571.323,1678.959,1783.859,1888.996,1995.138,2105.407,2223.368,2344.887,2466.466,2589.317,2715.547,2849.267
OECD Env-Growth,SSP3_v9_130325,TJK,GDP|PPP,billion US$2005/yr,5.98,9.682,13.333,18.04,23.624,31.02,39.647,48.749,59.31,71.043,83.513,96.481,110.142,125.12,141.686,159.847,179.42,199.961,221.682,244.951,270.143
OECD Env-Growth,SSP3_v9_130325,TKM,GDP|PPP,billion US$2005/yr,10.454,22.609,37.42,55.464,84.798,117.933,152.414,187.436,221.765,253.934,283.146,306.295,328.56,349.709,367.731,382.543,393.523,400.49,404.761,407.349,408.905
OECD Env-Growth,SSP3_v9_130325,TLS,GDP|PPP,billion US$2005/yr,0.975,0.968,1.481,2.341,3.574,5.092,6.829,8.709,10.967,13.664,16.756,20.233,24.04,28.292,33.089,38.411,44.225,50.465,57.076,64.111,71.691
OECD Env-Growth,SSP3_v9_130325,TON,GDP|PPP,billion US$2005/yr,0.379,0.418,0.423,0.464,0.522,0.608,0.706,0.804,0.91,1.032,1.176,1.343,1.522,1.72,1.939,2.185,2.467,2.787,3.143,3.53,3.954
OECD Env-Growth,SSP3_v9_130325,TTO,GDP|PPP,billion US$2005/yr,17.969,26.384,31.079,33.52,38.735,43.08,46.404,48.988,50.982,52.146,52.578,53.015,53.783,54.685,55.494,56.166,56.828,57.625,58.674,59.947,61.401
OECD Env-Growth,SSP3_v9_130325,TUN,GDP|PPP,billion US$2005/yr,58.121,72.032,89.757,102.629,135.489,173.252,213.338,253.28,293.374,331.508,364.705,394.781,423.633,452.847,481.012,507.856,534.16,560.109,586.496,614.27,644.255
OECD Env-Growth,SSP3_v9_130325,TUR,GDP|PPP,billion US$2005/yr,625.062,780.933,912.432,1153.361,1431.102,1682.006,1902.175,2099.393,2294.494,2481.959,2664.256,2846.911,3029.242,3217.066,3414.954,3621.197,3828.768,4035.786,4244.352,4455.889,4672.712
OECD Env-Growth,SSP3_v9_130325,TZA,GDP|PPP,billion US$2005/yr,28.708,40.354,56.273,77.377,108.36,149.256,198.298,254.168,320.639,399.987,494.779,606.078,735.495,884.135,1053.288,1241.36,1448.189,1673.933,1917.707,2180.166,2461.606
OECD Env-Growth,SSP3_v9_130325,UGA,GDP|PPP,billion US$2005/yr,18.73,25.903,38.411,52.162,74.534,103.283,138.329,179.613,231.654,297.424,379.797,481.498,605.367,754.719,931.984,1137.773,1372.887,1636.867,1929.574,2252.648,2604.528
OECD Env-Growth,SSP3_v9_130325,UKR,GDP|PPP,billion US$2005/yr,181.775,263.007,276.283,331.56,391.36,453.514,511.526,561.15,607.553,649.29,688.468,733.607,790.435,857.247,928.94,1001.457,1075.479,1152.208,1233.504,1319.054,1406.623
OECD Env-Growth,SSP3_v9_130325,URY,GDP|PPP,billion US$2005/yr,31.718,32.009,42.434,52.081,62.352,71.769,79.884,86.535,92.544,98.11,103.624,108.935,114.108,119.527,125.307,131.465,137.882,144.387,151.115,158.211,165.926
OECD Env-Growth,SSP3_v9_130325,USA,GDP|PPP,billion US$2005/yr,11225.241,12622.125,13087.12,14652.175,16642.448,18224.426,19477.085,20484.661,21325.099,22008.293,22472.579,22818.202,23094.748,23294.135,23284.627,23077.905,22792.115,22394.517,21938.314,21453.399,20908.321
OECD Env-Growth,SSP3_v9_130325,UZB,GDP|PPP,billion US$2005/yr,40.237,52.359,78.648,110.001,149.025,195.743,242.512,286.928,332.843,378.643,423.003,469.183,520.099,578.309,641.911,708.419,776.101,842.91,910.579,980.551,1053.176
OECD Env-Growth,SSP3_v9_130325,VCT,GDP|PPP,billion US$2005/yr,0.808,0.963,1.037,1.147,1.349,1.502,1.615,1.713,1.826,1.954,2.095,2.251,2.419,2.608,2.824,3.063,3.318,3.586,3.871,4.178,4.512
OECD Env-Growth,SSP3_v9_130325,VEN,GDP|PPP,billion US$2005/yr,232.522,263.762,316.397,384.641,449.114,525.532,620.159,735.455,874.948,1035.92,1207.203,1377.925,1540.782,1688.626,1820.784,1942.026,2056.496,2166.054,2273.986,2381.594,2490.373
OECD Env-Growth,SSP3_v9_130325,VNM,GDP|PPP,billion US$2005/yr,123.993,178.075,249.923,335.61,472.887,610.703,745.518,870.905,999.625,1130.648,1255.851,1375.659,1495.577,1626.692,1758.334,1884.491,2004.726,2122.707,2245.713,2376.769,2515.297
OECD Env-Growth,SSP3_v9_130325,VUT,GDP|PPP,billion US$2005/yr,0.702,0.739,0.957,1.15,1.403,1.736,2.129,2.563,3.072,3.663,4.335,5.094,5.942,6.881,7.911,9.033,10.25,11.549,12.928,14.386,15.927
OECD Env-Growth,SSP3_v9_130325,WSM,GDP|PPP,billion US$2005/yr,0.54,0.691,0.722,0.8,0.927,1.081,1.233,1.374,1.533,1.726,1.958,2.214,2.479,2.762,3.078,3.446,3.868,4.335,4.839,5.378,5.969
OECD Env-Growth,SSP3_v9_130325,YEM,GDP|PPP,billion US$2005/yr,37.573,46.172,57.076,57.003,72.648,94.993,123.098,156.377,196.657,243.628,297.366,359.772,432.478,517.122,613.572,721.391,839.253,965.414,1099.773,1242.521,1393.771
OECD Env-Growth,SSP3_v9_130325,ZAF,GDP|PPP,billion US$2005/yr,336.204,405.757,474.761,568.648,696.646,822.564,933.803,1031.876,1123.217,1207.489,1287.887,1369.24,1455.33,1544.62,1637.506,1731.903,1825.894,1919.841,2013.397,2106.801,2202.225
OECD Env-Growth,SSP3_v9_130325,ZMB,GDP|PPP,billion US$2005/yr,10.495,13.269,18.112,25.671,36.695,50.518,67.24,86.543,110.301,139.179,174.253,216.642,267.183,327.089,396.902,476.374,565.801,664.571,773.331,892.201,1020.71
OECD Env-Growth,SSP3_v9_130325,ZWE,GDP|PPP,billion US$2005/yr,8.696,5.908,5.221,6.431,7.468,9.131,11.391,14.285,18.212,23.352,29.848,37.879,47.593,59.374,73.51,90.146,109.317,131.079,155.561,182.953,213.415
OECD Env-Growth,SSP3_v9_130325,AFG,GDP|PPP,billion US$2005/yr,0,22.372,37.237,48.657,61.865,79.552,101.892,129.443,164.742,209.418,264.787,331.875,411.876,506.733,618.176,747.105,892.395,1053.028,1228.295,1417.795,1621.072
OECD Env-Growth,SSP3_v9_130325,AGO,GDP|PPP,billion US$2005/yr,34.484,55.315,98.686,128.849,171.468,199.156,217.801,223.319,225.297,231.799,247.196,272.098,306.201,349.531,401.771,462.706,531.346,606.858,688.203,776.162,870.001
OECD Env-Growth,SSP3_v9_130325,ALB,GDP|PPP,billion US$2005/yr,14.743,19.17,24.545,27.178,31.008,34.909,38.548,41.695,44.756,47.737,50.445,53.052,55.728,58.445,61.263,64.348,67.486,70.535,73.618,76.925,80.668
OECD Env-Growth,SSP3_v9_130325,ARE,GDP|PPP,billion US$2005/yr,209.548,272.055,318.142,429.134,513.489,603.066,701.429,795.596,878.513,936.512,965.922,979.309,993.306,1003.871,1013.838,1023.21,1031.918,1040.872,1050.732,1059.303,1065.177
OECD Env-Growth,SSP3_v9_130325,ARG,GDP|PPP,billion US$2005/yr,379.737,419.049,580.427,722.739,875.897,1021.622,1153.872,1270.473,1374.993,1468.189,1561.54,1657.061,1758.348,1867.923,1985.303,2107.248,2230.872,2354.428,2479.787,2607.622,2739.687
OECD Env-Growth,SSP3_v9_130325,ARM,GDP|PPP,billion US$2005/yr,7.061,12.559,15.153,18.322,21.858,25.354,28.684,31.6,34.267,36.5,38.275,39.851,41.691,44.006,46.334,48.659,51.161,53.896,57.008,60.466,64.247
OECD Env-Growth,SSP3_v9_130325,AUS,GDP|PPP,billion US$2005/yr,589.583,695.934,795.588,929.586,1073.369,1195.437,1295.774,1379.623,1451.781,1514.677,1559.26,1592.706,1628.336,1662.858,1690.575,1705.284,1711.007,1708.793,1704.074,1699.667,1691.013
OECD Env-Growth,SSP3_v9_130325,AUT,GDP|PPP,billion US$2005/yr,254.492,276.596,296.85,328.133,352.898,372.269,387.705,400.748,413.397,423.658,428.8,430.604,430.299,428.908,425.113,418.946,410.697,400.494,389.312,377.777,365.453
OECD Env-Growth,SSP3_v9_130325,AZE,GDP|PPP,billion US$2005/yr,20.041,37.731,80.696,91.911,106.293,116.689,126.925,129.49,129.773,129.201,128.432,129.236,133.254,140.665,149.281,157.851,167.466,178.634,192.266,208.018,225.244
OECD Env-Growth,SSP3_v9_130325,BDI,GDP|PPP,billion US$2005/yr,3.164,3.523,4.389,5.752,7.89,10.354,13.361,16.706,20.793,25.616,31.144,37.53,45.023,53.76,63.748,74.944,87.09,100.117,114.172,129.224,145.205
OECD Env-Growth,SSP3_v9_130325,BEL,GDP|PPP,billion US$2005/yr,311.979,337.321,357.666,382.904,409.444,436.363,464.168,491.664,516.515,535.995,549.873,560.723,570.205,577.541,580.515,579.405,576.062,570.708,564.153,556.402,546.435
OECD Env-Growth,SSP3_v9_130325,BEN,GDP|PPP,billion US$2005/yr,8.515,10.299,12.601,15.257,19.279,24.371,30.3,36.738,44.409,53.559,64.245,76.62,90.772,106.76,124.674,144.454,166.149,189.598,215.038,242.353,271.647
OECD Env-Growth,SSP3_v9_130325,BFA,GDP|PPP,billion US$2005/yr,10.492,14.391,18.709,25.597,35.536,47.599,61.498,76.863,95.245,117.438,143.99,175.427,212.042,254.389,302.952,357.525,417.741,483.243,553.721,629.076,709.11
OECD Env-Growth,SSP3_v9_130325,BGD,GDP|PPP,billion US$2005/yr,125.677,163.728,221.297,303.325,429.037,569.094,707.552,833.948,965.74,1100.231,1236.326,1377.87,1528.623,1688.636,1861.911,2051.297,2251.45,2462.868,2689.579,2936.538,3207.751
OECD Env-Growth,SSP3_v9_130325,BGR,GDP|PPP,billion US$2005/yr,58.152,75.923,86.738,96.323,118,137.046,152.869,164.509,173.646,180.681,186.932,193.854,203.021,213.747,224.637,235.195,245.658,256.171,267.174,278.647,290.298
OECD Env-Growth,SSP3_v9_130325,BHR,GDP|PPP,billion US$2005/yr,15.141,20.344,26.934,34.484,42.89,52.121,60.938,69.075,76.728,83.502,89.999,97.87,107.75,118.659,130.073,141.485,152.637,163.611,174.563,185.091,194.625
OECD Env-Growth,SSP3_v9_130325,ABW,GDP|PPP,billion US$2005/yr,0,0.128,0.151,0.202,0.254,0.316,0.386,0.458,0.541,0.637,0.746,0.871,1.016,1.184,1.374,1.587,1.824,2.078,2.356,2.661,2.99
OECD Env-Growth,SSP4_v9_130325,BHS,GDP|PPP,billion US$2005/yr,9.179,9.964,9.647,10.862,12.369,13.799,15.279,16.823,18.331,19.809,21.134,22.363,23.515,24.61,25.647,26.469,27.164,27.691,28.09,28.395,28.584
OECD Env-Growth,SSP4_v9_130325,BIH,GDP|PPP,billion US$2005/yr,18.823,23.975,28.065,30.764,37.377,45.173,53.339,61.379,68.936,75.275,80.02,83.691,87.161,89.164,90.305,90.534,89.782,88.464,86.907,85.298,83.587
OECD Env-Growth,SSP4_v9_130325,BLR,GDP|PPP,billion US$2005/yr,58.129,83.492,118.671,144.998,174.784,202.633,229.841,255.516,278.533,297.071,311.289,324.978,341.163,357.206,369.718,377.135,381.345,384.514,387.664,390.587,391.77
OECD Env-Growth,SSP4_v9_130325,BLZ,GDP|PPP,billion US$2005/yr,1.404,1.825,2.061,2.301,2.595,2.93,3.312,3.677,4.059,4.457,4.869,5.307,5.781,6.308,6.894,7.538,8.238,8.996,9.829,10.756,11.792
OECD Env-Growth,SSP4_v9_130325,TWN,GDP|PPP,billion US$2005/yr,0,0,742.813,889.439,1080.275,1220.676,1334.274,1436.1,1524.104,1587.873,1623.768,1639.038,1653.979,1723.242,1788.63,1842.641,1885.42,1910.627,1921.592,1918.488,1901.401
OECD Env-Growth,SSP4_v9_130325,BOL,GDP|PPP,billion US$2005/yr,29.632,34.502,43.19,55.236,71.133,90.481,113.806,140.891,173.438,212.412,258.825,313.815,378.283,454.076,542.829,645.775,763.35,895.503,1043.658,1208.873,1393.532
OECD Env-Growth,SSP4_v9_130325,BRA,GDP|PPP,billion US$2005/yr,1379.549,1582.642,1967.541,2307.059,2790.695,3250.369,3693.666,4118.368,4542.876,4950.713,5332.213,5711.066,6085.488,6422.677,6724.721,7011.568,7268.891,7494.153,7698.959,7894.712,8076.033
OECD Env-Growth,SSP4_v9_130325,BRB,GDP|PPP,billion US$2005/yr,4.862,4.86,4.804,5.067,5.582,6.115,6.743,7.396,7.986,8.517,8.947,9.29,9.543,9.738,9.919,10.024,10.102,10.137,10.144,10.141,10.127
OECD Env-Growth,SSP4_v9_130325,BRN,GDP|PPP,billion US$2005/yr,15.854,17.567,18.153,20.749,24.211,27.542,30.856,33.961,36.688,39.043,41.213,43.248,45.169,46.819,48.072,48.945,49.605,50.061,50.356,50.498,50.44
OECD Env-Growth,SSP4_v9_130325,BTN,GDP|PPP,billion US$2005/yr,1.544,2.294,3.47,5.647,9.671,14.048,18.967,24.3,29.979,35.841,41.576,47.06,52.486,57.702,62.432,66.538,69.917,72.57,74.66,76.269,77.316
